
-26.9258 -26.4197 -25.9422 -25.4951 -25.0799 -24.6982 -24.3516 -24.0416 -23.7697 -23.5372 -23.3452 -23.1948 -23.0868 -23.0868 -23 -23.3452 -23.0868 -23.7697 -23.3452 -24.3516 -24.1661 -25.0799 -24.3516 -25.9422 -25.2389 -26.9258 -26.4008 -28.0179 
-26.0768 -25.5539 -25.0599 -24.5967 -24.1661 -23.7697 -23.4094 -23.0868 -22.8035 -22.561 -22.3607 -22.2036 -22.0907 -22.0907 -22 -22.3607 -22.0907 -22.8035 -22.4722 -23.4094 -22.8035 -24.1661 -23.7065 -25.0599 -24.4131 -26.0768 -25.0599 -27.2029 
-25.2389 -24.6982 -24.1868 -23.7065 -23.2594 -22.8473 -22.4722 -22.1359 -21.8403 -21.587 -21.3776 -21.2132 -21.095 -21.095 -21 -21.3776 -21.095 -21.8403 -21.3776 -22.4722 -21.9317 -23.2594 -22.4722 -24.1868 -23.6008 -25.2389 -25 -26.4008 
-24.4131 -23.8537 -23.3238 -22.8254 -22.3607 -21.9317 -21.5407 -21.1896 -20.8806 -20.6155 -20.3961 -20.2237 -20.0998 -20.0998 -20 -20.3961 -20.0998 -20.8806 -20.3961 -21.5407 -21.0238 -22.3607 -21.9545 -23.3238 -22.8254 -24.4131 -23.8537 -25.6125 
-23.6008 -23.0217 -22.4722 -21.9545 -21.4709 -21.0238 -20.6155 -20.2485 -19.9249 -19.6469 -19.4165 -19.2354 -19.105 -19.105 -19 3.16228 2 2 1.41421 -20.6155 -20.1246 -21.4709 -20.6155 -22.4722 -21.4709 -23.6008 -22.6716 -24.8395 
-22.8035 -22.2036 -21.6333 -21.095 -20.5913 -20.1246 -19.6977 -19.3132 -18.9737 -18.6815 -18.4391 -18.2483 -18.1108 -18.1108 -18 1.41421 2 2.23607 1.41421 2 -18.9737 -20.5913 -19.6977 -21.6333 -20.8087 -22.8035 -22.2036 -24.0832 
-22.0227 -21.4009 -20.8087 -20.2485 -19.7231 -19.2354 -18.7883 -18.3848 -18.0278 -17.72 -17.4642 -17.2627 -17.1172 -17.1172 -17 1.41421 2 2.82843 2.82843 1 -18.0278 -19.7231 -19.2094 -20.8087 -20.2485 -22.0227 -21.9317 -23.3452 
-21.2603 -20.6155 -20 -19.4165 -18.868 -18.3576 -17.8885 -17.4642 -17.088 -16.7631 -16.4924 -16.2788 -16.1245 -16.1245 1 1.41421 2.23607 2.82843 3.16228 -17.8885 -17.4929 -18.868 -18.4391 -20 -19.105 -21.2603 -21.2603 -22.6274 
-20.5183 -19.8494 -19.2094 -18.6011 -18.0278 -17.4929 -17 -16.5529 -16.1555 -15.8114 -15.5242 -15.2971 -15.1327 -15.1327 1 2 2.82843 2.23607 1.41421 -17 -16.6433 -18.0278 -17.6918 -19.2094 -18.4391 -20.5183 -21.2132 -21.9317 
-19.799 -19.105 -18.4391 -17.8045 -17.2047 -16.6433 -16.1245 -15.6525 -15.2315 -14.8661 -14.5602 -14.3178 -14.1421 -14.1421 1 2.23607 2.23607 1.41421 -14.7648 -16.1245 -15.6525 -17.2047 -16.4012 -18.4391 -18.4391 -19.799 -19.8494 -21.2603 
-19.6469 -18.6815 -17.72 -17.0294 -16.4012 -15.8114 -15.2643 -14.7648 -14.3178 -13.9284 -13.6015 -13.3417 -13.1529 1 2.23607 2.23607 2.23607 1 -13.6015 -15.2643 -14.4222 -16.4012 -15.5563 -17.6918 -18.3848 -19.105 -19.2094 -20.6155 
-19.9249 -18.9737 -18.0278 -17.088 -16.1555 -15.2315 -14.4222 -13.8924 -13.4164 -13 -12.6491 -12.3693 -12.1655 1 2.23607 2.23607 2.82843 1 -12.6491 -14.4222 -14.1421 -15.6205 -14.8661 -16.9706 -17.0294 -18.4391 -18.0278 -20 
-20.2485 -19.3132 -18.3848 -17.4642 -16.5529 -15.6525 -14.7648 -13.8924 -13.0384 -12.2066 -11.7047 -11.4018 -11.1803 2.23607 2 2.82843 2 -12.53 -11.7047 -13.6015 -13.4536 -14.8661 -15.6205 -16.2788 -15.8114 -17.8045 -18.6011 -19.4165 
-20.6155 -19.6977 -18.7883 -17.8885 -17 -16.1245 -15.2643 -14.4222 -13.6015 -12.8062 -12.0416 -11.4018 1 1.41421 2.23607 3 2 -11.6619 -10.7703 -12.8062 -12.2066 -14.1421 -14.8661 -15.6205 -15.2643 -17.2047 -17.4929 -18.868 
-21.0238 -20.1246 -19.2354 -18.3576 -17.4929 -16.6433 -15.8114 -15 -14.2127 -13.4536 -12.7279 -12.2066 1 2.23607 2.82843 3.16228 -10.2956 -10.8167 -10.6301 -12.0416 -12.2066 -13.4536 -13.6015 -15 -15 -16.6433 -17.4929 -19.2354 
-21.4709 -20.5913 -19.7231 -18.868 -18.0278 -17.2047 -16.4012 -15.6205 -14.8661 -14.2127 -13.4536 1 1.41421 2.82843 2.23607 2.23607 -11.1803 -11.0454 -11.4018 -11.4018 -12.8062 -12.8062 -13.4164 -14.4222 -14.7648 -16.1555 -17 -18.0278 
-21.9545 -21.095 -20.2485 -19.4165 -18.6011 -17.8045 -17.0294 -16.2788 -15.5563 -15 -14.2127 1.41421 2 3 2.82843 2.23607 -12.0416 -12.0416 -12.3693 -12.0416 -13 -13.0384 -13.8924 -14.7648 -15.2315 -15.6525 -16.7631 -17.4642 
-22.4722 -21.6333 -20.8087 -20 -19.2094 -18.4391 -17.6918 -17.0294 -16.2788 -15.8114 -15 1 2.23607 3 3 2.23607 -13.0384 -13.0384 -13.3417 -13.0384 -13.9284 -13.4164 -14.7648 -13.9284 -15.8114 -15.8114 -17.088 -17.6918 
-23.0217 -22.2036 -21.4009 -20.6155 -19.8494 -19.105 -18.3848 -17.8045 -17.0294 -16.6433 -15.8114 2.23607 2.23607 3.16228 3.16228 2.82843 -14.1421 -14.0357 -14.3178 -14.0357 -14.8661 -14.3178 -15.6525 -15.2643 -16.6433 -16.1245 -17.8045 -17.8045 
-23.6008 -22.8035 -22.0227 -21.2603 -20.5183 -19.8494 -19.105 -18.6011 -17.8045 -17.4929 -16.6433 1 2 3.60555 2.23607 2.82843 -15.0333 -15.0333 -15.2971 -15.0333 -15.8114 -15.2971 -16.5529 -16.1245 -17.4929 -16.6433 -18.6011 -17.8045 
-24.2074 -23.4307 -22.6716 -21.9317 -21.2132 -20.6155 -19.8494 -19.4165 -18.6011 -18.3576 -17.4929 1 2 3.16228 2.23607 2.82843 -16.1245 -16.0312 -16.2788 -16.0312 -16.7631 -16.2788 -17.4642 -16.7631 -18.3576 -17.4929 -19.4165 -18.6011 
-24.8395 -24.0832 -23.3452 -22.6716 -21.9317 -21.4009 -20.6155 -20.2485 -19.4165 -19.2354 1 1.41421 2.82843 2 1.41421 -17.2627 -17.1172 -17.0294 -17.2627 -17.0294 -17.72 -17.2627 -18.3848 -17.72 -19.2354 -18.3848 -20.2485 -19.4165 
-25.4951 -24.7588 -24.0416 -23.4307 -22.6716 -22.2036 -21.4009 -21.095 -20.2485 -20.1246 1 2 3 2 1 -18.2483 -18.0278 -18.0278 -18.2483 -18.0278 -18.6815 -18.2483 -19.3132 -18.7883 -20.1246 -19.3132 -21.095 -20.1246 
-26.1725 -25.4951 -24.7588 -24.2074 -23.4307 -23.0217 -22.2036 -21.9545 -21.095 -21.0238 1 1.41421 3 2.23607 1 -19.2354 -19.105 -19.0263 -19.2354 -19.0263 -19.6469 -19.2354 -20.2485 -19.6469 -21.0238 -20.5913 -21.9545 -21.095 
-26.8701 -26.2488 -25.4951 -25 -24.2074 -23.8537 -23.0217 -22.8254 -21.9545 -21.9317 -21.0238 -21.1896 -20.2485 -20.6155 -20.3961 -20.2237 -20.0998 -20.025 -20.2237 -20.025 -20.6155 -20.2237 -21.1896 -20.6155 -21.9317 -21.4709 -22.8254 -21.9545 
-27.5862 -27.0185 -26.2488 -25.807 -25 -24.6982 -23.8537 -23.7065 -22.8254 -22.8473 -21.9317 -22.1359 -21.8403 -21.587 -21.0238 -21.2132 -21.095 -21.0238 -21.2132 -21.0238 -21.587 -21.2132 -22.1359 -21.587 -22.8473 -22.1359 -23.7065 -23.3238 
-28.3196 -27.8029 -27.0185 -26.6271 -25.807 -25.5539 -24.6982 -24.5967 -23.7065 -23.7697 -22.8473 -23.0868 -22.8035 -22.561 -22.3607 -22.2036 -22.0907 -22.0227 -22.2036 -22.0227 -22.561 -22.2036 -23.0868 -22.561 -23.7697 -23.2594 -24.5967 -24.1868 
-29.0689 -28.6007 -27.8029 -27.4591 -26.6271 -26.4197 -25.5539 -25.4951 -24.5967 -24.6982 -23.7697 -24.0416 -23.7697 -23.5372 -23.0217 -23.1948 -23.0868 -23.0217 -23.1948 -23.0217 -23.5372 -23.1948 -24.0416 -23.5372 -24.6982 -24.1661 -25.4951 -25.0599 


-28.3019 -27.7849 -27.2947 -26.8328 -26.4008 -26 -25.632 -25.2982 -25 -24.7386 -24.5153 -24.3311 -24.1868 -24.0832 -24.0208 -24 -24.0208 -24.0832 -24.1868 -24.3311 -24.5153 -24.7386 -25.0799 -25.2982 -25.9422 -26 -26.4197 -26.8328 
-27.4591 -26.9258 -26.4197 -25.9422 -25.4951 -25.0799 -24.6982 -24.3516 -24.0416 -23.7697 -23.5372 -23.3452 -23.1948 -23.0868 -23.0217 -23 -23.0217 -23.0868 -23.1948 -23.3452 -23.5372 -23.7697 -24.0416 -24.3516 -24.6982 -25.0799 -25.4951 -25.9422 
-26.6271 -26.0768 -25.5539 -25.0599 -24.5967 -24.1661 -23.7697 -23.4094 -23.0868 -22.8035 -22.561 -22.3607 -22.2036 -22.0907 -22.0227 -22 -22.0227 -20.0998 -22.2036 -22.3607 -22.561 -22.8035 -23.0868 -23.4094 -24.1868 -24.1661 -24.6982 -25.0599 
-25.807 -25.2389 -24.6982 -24.1868 -23.7065 -23.2594 -22.8473 -22.4722 -22.1359 -21.8403 -21.587 -21.3776 -21.2132 -21.095 -21.0238 -21 -21.0238 -21.095 -21.2132 -21.3776 -21.587 -21.8403 -22.3607 -22.4722 -23.3238 -23.2594 -23.8537 -24.1868 
-25 -24.4131 -23.8537 -23.3238 -22.8254 -22.3607 -21.9317 -21.5407 -21.1896 -20.8806 -20.6155 -20.3961 -20.2237 -20.0998 -20.025 -20 -20.025 -20.0998 -20.2237 -20.3961 -20.6155 -20.8806 -21.4709 -21.5407 -21.9317 -22.3607 -23.0217 -23.3238 
