
-29.4109 -28.8444 -28.3019 -27.7849 -27.2947 -26.8328 -26.4008 -26 -25.632 -25.2982 -25 -24.7386 -24.5153 -24.3311 -24.1868 -24.0832 -24.0208 -24.0832 -24.1868 -24.3311 -24.5153 -24.7386 -25 -25.6125 -26.2488 -26.9072 -27.5862 -28.2843 
-28.6007 -28.0179 -27.4591 -26.9258 -26.4197 -25.9422 -25.4951 -25.0799 -24.6982 -24.3516 -24.0416 -23.7697 -23.5372 -23.3452 -23.1948 -23.0868 -23.0217 -23.0868 -23.1948 -23.3452 -23.5372 -23.7697 -24.2074 -24.8395 -25.4951 -26.1725 -26.8701 -27.5862 
-27.8029 -27.2029 -26.6271 -26.0768 -25.5539 -25.0599 -24.5967 -24.1661 -23.7697 -23.4094 -23.0868 -22.8035 -22.561 -22.3607 -22.2036 -22.0907 -22.0227 -22.0907 -22.2036 -22.3607 -22.561 -22.8035 -23.4307 -24.0832 -24.7588 -25.4558 -26.1725 -26.9072 
-27.0185 -26.4008 -25.807 -25.2389 -24.6982 -24.1868 -23.7065 -23.2594 -22.8473 -22.4722 -22.1359 -21.8403 -21.587 -21.3776 -21.2132 -21.095 -21.0238 -21.095 -21.2132 -21.3776 -21.587 -22.0227 -22.6716 -23.3452 -24.0416 -24.7588 -25.4951 -26.2488 
-26.2488 -25.6125 -25 -24.4131 -23.8537 -23.3238 -22.8254 -22.3607 -21.9317 -21.5407 -21.1896 -20.8806 -20.6155 -20.3961 -20.2237 -20.0998 -20.025 -20.0998 -20.2237 -20.3961 -20.6155 -21.2603 -21.9317 -22.6274 -23.3452 -24.0832 -24.8395 -25.6125 
-25.4951 -24.8395 -24.2074 -23.6008 -23.0217 -22.4722 -21.9545 -21.4709 -21.0238 -20.6155 -20.2485 -19.9249 1 1 1 -19.105 -19.0263 -19.105 -19.2354 -19.4165 -19.8494 1 1 1 -22.6716 -23.4307 -24.2074 -25 
-24.7588 -24.0832 -23.4307 -22.8035 -22.2036 -21.6333 -21.095 -20.5913 -20.1246 -19.6977 -19.3132 1 1.41421 2 1 -18.1108 -18.0278 -18.1108 -18.2483 -18.4391 1 1.41421 2 1 -22.0227 -22.8035 -23.6008 -24.4131 
-24.0416 -23.3452 -22.6716 -22.0227 -21.4009 -20.8087 -20.2485 -19.7231 -19.2354 -18.7883 -18.3848 1 2 1.41421 1 -17.1172 -17.0294 -17.1172 -17.2627 -17.6918 1 2 2 1 -21.4009 -22.2036 -23.0217 -23.8537 
-23.3452 -22.6274 -21.9317 -21.2603 -20.6155 -20 -19.4165 -18.868 -18.3576 -17.8885 -17.4642 1.41421 2 1 -16.2788 -16.1245 -16.0312 -16.1245 -16.2788 -16.9706 1.41421 2.23607 1.41421 1 -20.8087 -21.6333 -22.4722 -23.3238 
-23.3452 -22.3607 -21.3776 -20.5183 -19.8494 -19.2094 -18.6011 -18.0278 -17.4929 -17 1 2 2 1 -15.2971 -15.1327 -15.0333 -15.1327 -15.5563 -16.2788 2 2 1 -19.4165 -20.2485 -21.095 -21.9545 -22.8254 
-23.5372 -22.561 -21.587 -20.6155 -19.6469 -18.6815 -17.8045 -17.2047 -16.6433 1 1.41421 2.23607 1.41421 -14.5602 -14.3178 -14.1421 -14.0357 -14.1421 -14.8661 1 2 2 1 -18.868 -19.7231 -20.5913 -21.4709 -22.3607 
-23.7697 -22.8035 -21.8403 -20.8806 -19.9249 -18.9737 -18.0278 -17.088 1 1.41421 2.23607 2 1 -13.6015 -13.3417 -13.1529 -13.0384 -13.4536 -14.2127 1.41421 2.23607 2 1 -18.3576 -19.2354 -20.1246 -21.0238 -21.9317 
-24.0416 -23.0868 -22.1359 -21.1896 -20.2485 -19.3132 -18.3848 -17.4642 1 2 2.23607 1.41421 -13.0384 -12.6491 -12.3693 -12.1655 -12.0416 -12.8062 1 2 2.23607 1.41421 1 -17.8885 -18.7883 -19.6977 -20.6155 -21.5407 
-24.3516 -23.4094 -22.4722 -21.5407 -20.6155 -19.6977 -18.7883 1 1.41421 2.23607 2 1 -13.6015 -12.8062 -12.0416 -11.3137 -11.4018 -12.2066 1.41421 2.23607 1.41421 1 -16.5529 -17.4642 -18.3848 -19.3132 -20.2485 -21.2132 
-24.6982 -23.7697 -22.8473 -21.9317 -21.0238 -20.1246 -19.2354 1 2 2.23607 1.41421 -15 -14.2127 -13.4536 -12.7279 -12.0416 -11.4018 -11.6619 2 2 1 -15.2315 -16.1555 -17.1172 -18.1108 -19.105 -20.0998 -21.095 
-25.0799 -24.1661 -23.2594 -22.3607 -21.4709 -20.5913 1 1.41421 2.23607 2 -16.4012 -15.6205 -14.8661 -14.1421 -13.4536 -12.8062 -12.2066 1.41421 2.23607 2 1 -15.0333 -16.0312 -17.0294 -18.0278 -19.0263 -20.025 -21.0238 
-25.4951 -24.5967 -23.7065 -22.8254 -21.9545 -21.095 1 2 2.82843 2 -17.0294 -16.2788 -15.5563 1 1 1 1.41421 2.23607 2.23607 1.41421 1 -15.0333 -16.0312 -17.0294 -18.0278 -19.0263 -20.025 -21.0238 
-25.9422 -25.0599 -24.1868 -23.3238 -22.4722 -21.6333 1 2 3 2.23607 1.41421 1 1 1.41421 2 2 2.23607 2.82843 2 1 -14.1421 -15.1327 -16.1245 -17.1172 -18.1108 -19.105 -20.0998 -21.095 
-26.4197 -25.5539 -24.6982 -23.8537 -23.0217 -22.2036 1 2 2.82843 2.82843 2.23607 2 2 1.41421 1 1.41421 2.23607 2.23607 1.41421 1 -14.7648 -15.2971 -16.2788 -17.2627 -18.2483 -19.2354 -20.2237 -21.2132 
-26.9258 -26.0768 -25.2389 -24.4131 -23.6008 -22.8035 1 1.41421 2.23607 2 2 1.41421 1 1 -16.6433 -16.1245 2 2 1 -15.2315 -15.6525 -16.1245 -16.6433 -17.4642 -18.4391 -19.4165 -20.3961 -21.3776 
-27.4591 -26.6271 -25.807 -25 -24.2074 -23.4307 -22.6716 1 1.41421 1 1 1 -18.6011 -18.0278 -17.4929 1.41421 2.23607 2 1 -16.1555 -16.5529 -17 -17.4929 -18.0278 -18.6815 -19.6469 -20.6155 -21.587 
