
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 -0.111111 -0.333333 -0.444444 -0.444444 -0.444444 -0.444444 -0.333333 -0.111111 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 -0.111111 -0.333333 -0.444444 -0.444444 -0.444444 -0.444444 -0.444444 -0.444444 -0.444444 -0.444444 -0.333333 -0.111111 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 -0.111111 -0.222222 -0.111111 0 0 0 0 -0.111111 -0.333333 -0.444444 -0.444444 -0.444444 -0.333333 -0.111111 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0.111111 0.333333 0.444444 0.444444 0.444444 0.444444 0.444444 0.333333 0.111111 0 -0.111111 -0.333333 -0.444444 -0.333333 -0.111111 0 0 0 0 0 0 
0 0 0 0 0 0 0 0.111111 0.333333 0.444444 0.444444 0.444444 0.444444 0.444444 0.444444 0.444444 0.333333 0.111111 0 -0.111111 -0.333333 -0.333333 -0.111111 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.111111 0.333333 0.444444 0.333333 0.111111 0 -0.111111 -0.222222 -0.111111 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.111111 0.333333 0.333333 0.111111 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.111111 0.222222 0.111111 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 -0.111111 -0.333333 -0.444444 -0.444444 -0.444444 -0.444444 -0.333333 -0.111111 -0.111111 -0.222222 -0.111111 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 -0.111111 -0.333333 -0.444444 -0.444444 -0.444444 -0.444444 -0.444444 -0.444444 -0.444444 -0.444444 -0.333333 -0.111111 0.111111 0.222222 0.111111 0 0 0 0 0 
0 0 0 0 0 0 0 0 -0.111111 -0.222222 -0.111111 0 0 0 0 -0.111111 -0.333333 -0.333333 -0.111111 0.111111 0.333333 0.333333 0.111111 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0.111111 0.222222 0.111111 0 0 0 0 0.111111 0.222222 0.111111 0 -0.111111 -0.222222 -0.111111 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0.111111 0.333333 0.444444 0.444444 0.444444 0.444444 0.444444 0.444444 0.444444 0.333333 0.111111 0 -0.111111 -0.222222 -0.111111 0 0 0 0 0 
0 0 0 0 0 -0.111111 -0.333333 -0.333333 -0.111111 0.111111 0.333333 0.444444 0.444444 0.444444 0.444444 0.333333 0.222222 0.222222 0.111111 0 -0.111111 -0.222222 -0.111111 0 0 0 0 0 
0 0 0 0 0 -0.111111 -0.333333 -0.333333 -0.111111 0 0 0 0 0 0 0 0 0 0 0 0.111111 0.222222 0.111111 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.111111 -0.222222 -0.111111 0 0.111111 0.222222 0.111111 0 0 0 0 0 
0 0 0 0 0 0 0 -0.111111 -0.222222 -0.111111 0 0 0 0 0 -0.111111 -0.333333 -0.333333 -0.111111 0.111111 0.222222 0.111111 0 0 0 0 0 0 
0 0 0 0 0 0 0 -0.111111 -0.333333 -0.444444 -0.444444 -0.444444 -0.444444 -0.444444 -0.444444 -0.444444 -0.333333 -0.111111 0 0.111111 0.222222 0.111111 0 0 0 0 0 0 
0 0 0 0 0 0.111111 0.222222 0.111111 -0.111111 -0.333333 -0.444444 -0.444444 -0.444444 -0.444444 -0.444444 -0.333333 -0.111111 0.111111 0.333333 0.333333 0.111111 0 0 0 0 0 0 0 
0 0 0 0 0 0.111111 0.333333 0.444444 0.444444 0.444444 0.444444 0.444444 0.444444 0.444444 0.444444 0.444444 0.444444 0.444444 0.444444 0.333333 0.111111 0 0 0 0 0 0 0 
0 0 0 0 0 0 0.111111 0.333333 0.444444 0.444444 0.444444 0.444444 0.444444 0.444444 0.444444 0.444444 0.444444 0.333333 0.111111 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

